date,modal_price,min_price,max_price,year,month,day_of_year,weekday,spread,lag_1,lag_7,lag_14,lag_30,roll_7,roll_30,roll_90
2023-03-03,5081.573469387755,4513.122448979592,5274.5,2023,3,62,4,761.3775510204077,5137.960573476703,4800.835416666667,5354.559471365639,4928.698630136986,4833.359772025382,4888.853526256905,5575.410702442081
2023-03-04,5235.591666666666,4879.8,5400.658333333334,2023,3,63,5,520.8583333333336,5081.573469387755,4803.6834532374105,5122.875,4552.176245210728,4895.060945372418,4911.634040305436,5582.462658607106
2023-03-05,5034.609042553191,4617.279255319149,5169.186170212766,2023,3,64,6,551.9069148936169,5235.591666666666,4205.681818181818,5074.554585152839,5323.254054054054,5013.4791202826145,4902.012539922073,5578.507732624893
2023-03-06,4721.564245810056,4198.709497206704,4928.245810055866,2023,3,65,0,729.5363128491617,5034.609042553191,4626.851211072664,4913.535714285715,5171.709302325581,5027.009553816528,4887.007704704889,5572.884460959981
2023-03-07,4783.377314814815,4310.087962962963,4952.474537037037,2023,3,66,1,642.3865740740748,4721.564245810056,4673.871951219512,4987.648936170212,5242.380952380952,5042.653177187285,4871.707583452685,5559.607607595178
2023-03-08,4737.817351598173,4319.08904109589,4857.315068493151,2023,3,67,2,538.2260273972606,4783.377314814815,5303.89592760181,4713.91095890411,5141.684615384615,4961.784809186765,4858.24534132647,5544.080925390714
2023-03-09,4703.047619047619,4440.666666666667,4821.666666666667,2023,3,68,3,381.0,4737.817351598173,5137.960573476703,4658.25,5045.84081632653,4899.654387125468,4846.818901417174,5518.488537271233
2023-03-10,4354.237068965517,3801.689655172414,4632.6594827586205,2023,3,69,4,830.9698275862065,4703.047619047619,5081.573469387755,4800.835416666667,4967.116883116883,4795.749187065148,4826.3895742787945,5487.42621013054
2023-03-11,4685.204049844237,4087.3115264797507,4957.02492211838,2023,3,70,5,869.7133956386297,4354.237068965517,5235.591666666666,4803.6834532374105,4919.879518072289,4717.122384661944,4818.567058671192,5468.575514388069
2023-03-12,4677.304347826087,4519.0,4751.086956521739,2023,3,71,6,232.086956521739,4685.204049844237,5034.609042553191,4205.681818181818,4680.664285714286,4666.0788568437865,4818.455060741586,5449.529474734285
2023-04-01,5278.304878048781,4640.075203252032,5533.1483739837395,2023,4,91,5,893.0731707317073,4677.304347826087,4721.564245810056,4626.851211072664,4787.398936170212,4745.61323287789,4834.818592137539,5443.241703367324
2023-04-02,5028.745652173913,4549.369565217391,5223.739130434783,2023,4,92,6,674.3695652173919,5278.304878048781,4783.377314814815,4673.871951219512,4815.555555555556,4780.665852500619,4841.924928691484,5434.177324250064
2023-04-03,5038.056122448979,4522.7959183673465,5203.081632653061,2023,4,93,0,680.2857142857147,5028.745652173913,4737.817351598173,5303.89592760181,4828.20895522388,4823.5571054793045,4848.919834265654,5434.654516460281
2023-04-04,5186.79674796748,4730.512195121952,5359.292682926829,2023,4,94,1,628.7804878048773,5038.056122448979,4703.047619047619,5137.960573476703,4337.92,4892.664123896428,4877.215725864569,5442.130187053723
2023-04-05,4884.165697674419,4501.78488372093,5015.843023255814,2023,4,95,2,514.0581395348836,5186.79674796748,4354.237068965517,5081.573469387755,4615.691011235955,4968.368213711985,4886.164882079185,5436.418062089611
2023-04-06,4668.976190476191,4409.047619047619,4791.142857142857,2023,4,96,3,382.0952380952376,4884.165697674419,4685.204049844237,5235.591666666666,4776.436170212766,4966.049948087979,4882.582882754633,5430.225454634644
2023-04-07,4801.008620689655,4292.693965517241,4958.064655172414,2023,4,97,4,665.370689655173,4668.976190476191,4677.304347826087,5034.609042553191,5354.559471365639,4983.721987068488,4864.1311877320995,5420.639819425933
2023-04-08,4722.479452054795,4342.059360730594,4829.876712328767,2023,4,98,5,487.81735159817345,4801.008620689655,5278.304878048781,4721.564245810056,5122.875,4904.3183547836325,4850.78466946726,5404.989109925579
2023-04-09,4909.009433962264,4658.867924528302,5067.971698113208,2023,4,99,6,409.10377358490587,4722.479452054795,5028.745652173913,4783.377314814815,5074.554585152839,4887.213180753397,4845.266497760907,5381.285666661482
2023-04-10,4341.871369294606,3795.908713692946,4594.356846473029,2023,4,100,0,798.4481327800827,4909.009433962264,5038.056122448979,4737.817351598173,4913.535714285715,4787.758216017059,4826.211019594537,5351.136119892394
2023-04-11,4621.0,3982.912765957447,4905.478723404255,2023,4,101,1,922.5659574468082,4341.871369294606,5186.79674796748,4703.047619047619,4987.648936170212,4706.930109164561,4813.989388388863,5328.440775385877
2023-04-12,4763.861742424242,4278.954545454545,4954.443181818182,2023,4,102,2,675.4886363636369,4621.0,4884.165697674419,4354.237068965517,4713.91095890411,4689.743829843107,4815.654414506202,5310.0399085346335
2023-05-01,5327.772727272727,4656.3422459893045,5587.8877005347595,2023,5,121,0,931.545454545455,4763.861742424242,4668.976190476191,4685.204049844237,4658.25,4783.857620814041,4837.9718387486255,5303.970716615441
2023-05-02,5048.754716981132,4747.641509433963,5148.88679245283,2023,5,122,1,401.24528301886767,5327.772727272727,4801.008620689655,4677.304347826087,4800.835416666667,4819.249920284253,4846.235815425774,5294.6661730667465
